PolicyRef,Agent Code,InceptionDate,ProductClass,syspolicytype,Claim,Claim Dates
76013VIVY,DO90UF,01-Jul-21,Non Marine,PRT,127570.52,28-Nov-21
76015YMBC,XO84TF,04-Feb-21,Non Marine,OM,103440.4896,21-Mar-21
76057RSED,AS85RZ,01-Mar-22,Non Marine,OM,73315.7698,03-Apr-22
76086LFFF,EJ76IF,23-Jan-21,Non Marine,OM,158941.2608,20-Jun-21
76099FEPY,IR69KP,01-Dec-21,Const,OM,91135.2372,03-Jul-22
76148GPPJ,PN79AD,01-Jul-22,Infra,OM,85458.8028,18-Sep-22
76154ULEZ,CT87OW,03-Nov-22,Infra,OM,29574.2048,07-Nov-22
76177FANQ,MK72WN,01-Jul-22,Casualty,OM,100876.643,03-Aug-22
76185KFTA,ED76MH,01-Jan-21,Infra,ELT,35590.464,12-Jul-21
76188CYSY,IL83HZ,21-Jul-22,Property,OM,105031.8528,27-Aug-22
76203SHQO,SD72ZX,24-Mar-22,Infra,OM,20412.0378,05-May-22
76208UBJB,KW69RZ,02-Jan-21,Non Marine,OM,155199.709,30-Jun-21
76211NFGH,QZ75KD,30-Aug-22,Const,OM,153774.446,27-Oct-22
76217ZQAN,RL87FF,29-Jun-21,Non Marine,OM,131245.912,08-Jan-22
76247WMEP,OM78IX,30-Apr-21,Property,OM,30024.2306,05-Jan-22
76249ZUKK,NQ69SJ,15-Dec-21,Property,OM,68082.168,29-Apr-22
76288YAQF,RW79IT,01-Jan-22,Const,OM,100036.2244,30-Mar-22
76357ZOGP,UX77FJ,11-Jul-22,Property,OM,144782.8382,13-Sep-22
76361MBMX,ZR83GE,04-May-22,Const,OM,13467.944,28-Jun-22
76362PYDG,EJ68QZ,01-Apr-22,Aviation,OM,83074.7372,24-May-22
76379EAQF,ZM83XK,01-Jul-21,Infra,OM,183712.1524,10-Oct-21
76393GRCG,GG78VC,15-Jan-21,Property,OM,119669.809,08-Apr-21
76405KVDX,JB87WL,05-May-22,Const,OM,90849.773,02-Aug-22
76425XNDM,CW70RA,15-Aug-21,Non Marine,OM,176910.482,02-Jan-22
76438SPPG,MT73AA,01-Apr-22,Const,PRT,44176.2048,31-May-22
76495PYKQ,QU87KM,01-Jan-21,Non Marine,ELT,75405.316,13-Mar-21
76496VMLY,NJ72BS,01-Mar-22,Non Marine,OM,38806.0596,07-May-22
76586EVBF,FT66HU,01-Apr-22,Non Marine,OM,58528.834,03-May-22
76590CYBK,QG76HF,01-Jul-21,Retail,OM,65203.0652,03-Feb-22
76607UGLW,YR79TK,01-Jul-21,Non Marine,OM,39403.2912,28-Nov-21
76621BYPK,XO75DF,20-May-21,Aviation,OM,44913.792,12-Nov-21
76631FCDW,II73PT,01-Jul-22,Non Marine,ELT,66329.0656,12-Sep-22
76712SUIH,JE73SU,01-Mar-21,Casualty,OM,169912.2432,08-Jul-21
76721VHYK,IZ72HV,01-Jul-22,Casualty,OM,116375.0784,11-Sep-22
76731FDBB,EP82LK,02-Aug-21,Infra,OM,131965.6338,16-Jan-22
76761TTRP,BV82PH,01-Jul-22,Non Marine,OM,127744.9992,11-Aug-22
76766LGMS,CO80VK,14-Jan-22,Property,OM,164714.5878,21-Feb-22
76840OOLF,IT70SF,20-Sep-22,Infra,OM,164845.9764,18-Nov-22
76850RFXV,CT87OW,18-Oct-21,Infra,OM,14987.0028,28-May-22
76851ZZQE,PJ83FI,30-Sep-21,Retail,OM,16863.0462,01-Mar-22
76863QCQQ,FV66DL,02-Feb-21,Non Marine,OM,55150.4016,13-Jul-21
76872VSNS,VK81IW,29-Jul-21,Retail,OM,179557.6482,20-Sep-21
76883YWTU,RW79IT,09-Jan-21,Const,OM,76535.1972,15-Jun-21
76889MODF,BN84FC,01-Jul-22,Non Marine,OM,50053.353,05-Aug-22
76911TLCJ,TQ69GS,05-Sep-22,Aviation,OM,31508.5876,28-Nov-22
76913ZQWA,DF74VH,02-Dec-21,Const,OM,146776.8736,09-Jul-22
76919VSUP,RQ88XV,16-Aug-21,Infra,OM,111269.1804,10-Oct-21
76950ZKAI,SI71VK,14-May-21,Property,OM,61402.2136,10-Jul-21
76983HITP,FT66HU,08-May-22,Non Marine,OM,18550.42,14-Jun-22
76995XPSZ,QW76IM,01-Jan-22,Casualty,OM,81519.438,07-Mar-22
76996RMBN,FL89TM,01-Jun-21,Energy,OM,42633.283,02-Oct-21
77045YMFS,DA87SD,01-Mar-22,Retail,OM,100966.9206,06-May-22
77066GFDX,ST87TD,01-Jan-21,Casualty,ELT,130087.1404,05-Jun-21
77076CVCZ,YE73EI,15-Jul-21,Const,OM,83001.6096,22-Aug-21
77087DEGY,NG73DI,28-Jun-21,Aviation,OM,89545.7752,16-Oct-21
77088MFES,OE87ND,01-Mar-22,Non Marine,OM,41451.06,15-Apr-22
77101KRJS,EK67KG,16-Feb-21,Property,OM,22186.2102,14-Jun-21
77102SYNU,PD87CJ,17-Jun-22,Property,OM,41690.4642,21-Jul-22
77105EJVO,PV82DZ,01-Jan-21,Non Marine,OM,20112.5596,29-Jun-21
77123LGLA,FV67WB,09-Mar-22,Infra,OM,73146.2592,17-Apr-22
77131IHIM,YL69OD,31-Jul-22,Const,OM,33174.372,23-Sep-22
77179DYEY,CH84ZZ,01-May-21,Non Marine,OM,22784.5296,11-Dec-21
77179JARH,TT74JE,01-Jul-21,Non Marine,ELT,43211.4242,08-Sep-21
77188XRKS,VA87IR,01-May-22,Infra,OM,152144.559,13-Jul-22
77242TDWA,FR85CG,01-Jan-21,Casualty,OM,12808.0512,22-Mar-21
77274LONJ,LV67AH,01-Oct-22,Aviation,OM,163974.531,18-Oct-22
77322JBIH,QY70YG,01-Jul-22,Non Marine,OM,111875.036,29-Sep-22
77338YLOD,PN81VF,01-Sep-21,Non Marine,OM,21837.6536,06-Mar-22
77363OJZL,PE88NZ,01-Jan-21,Non Marine,OM,26988.5434,24-May-21
77376OWFP,PE84FX,30-Apr-22,Accident,ELT,139176.9834,12-Jul-22
77396CJWF,AL83NF,29-Oct-21,Property,OM,113782.067,24-Dec-21
77397GWIB,ME74GU,01-Jan-21,Non Marine,OM,80763.1916,24-Aug-21
77535LQAT,QK67RS,19-Apr-21,Non Marine,OM,163489.6662,24-May-21
77537ZFEI,TZ83BF,09-Jul-21,Const,OM,141064.287,12-Aug-21
77546WQTF,RP87RU,30-Sep-21,Infra,OM,131530.6216,06-May-22
77573AKUI,XB73PB,01-Jan-22,Const,OM,18260.1048,22-Feb-22
77573CGXG,MT84OW,30-Jul-21,Casualty,OM,126851.543,31-Oct-21
77599QJBM,WR74GV,06-Aug-21,Aviation,OM,163362.7072,09-Oct-21
77607EXMJ,OU71YP,01-Mar-21,Non Marine,OM,75081.426,12-May-21
77610WUSQ,TW74RO,01-Jul-22,Const,OM,93024.7164,01-Sep-22
77618XMTN,UX75GG,25-Oct-21,Non Marine,OM,162606.2648,22-May-22
77623UBQK,CB88HJ,01-Sep-21,Non Marine,OM,162527.904,01-Feb-22
77651LDVK,KE75NA,01-Sep-22,Const,OM,161303.4528,05-Oct-22
77687LBET,VO88FN,01-Mar-21,Non Marine,OM,185942.0836,15-Aug-21
77688VVQE,RW79IT,01-Jul-21,Const,OM,171340.064,18-Feb-22
77691YDXC,OV81VM,02-Aug-21,Infra,OM,163818.8384,03-Dec-21
77720AVEQ,WV81FF,05-Nov-22,Retail,OM,155252.9426,04-Dec-22
77726UNPS,NV79IT,01-Mar-21,Non Marine,OM,33642.5082,03-Nov-21
77728NVNX,OU71YP,01-Jul-21,Non Marine,OM,149557.7412,03-Jan-22
77764SJHK,CE80NT,01-Sep-21,Property,OM,53475.4836,01-Feb-22
77772UQJE,IU75CF,31-Oct-21,Casualty,OM,27574.0542,10-May-22
77776GXDX,BE89ZV,27-Sep-22,Aviation,OM,182857.2788,10-Nov-22
77781QBYR,ED76MH,01-Jan-21,Infra,ELT,83947.584,18-Jun-21
77804GNWS,UX75GG,01-Oct-22,Non Marine,OM,61155.8514,15-Oct-22
77814LIBR,FW83YO,01-Jun-21,Property,OM,109204.3008,17-Nov-21
77816PNBE,MR83TP,14-Oct-21,Retail,OM,145855.4384,14-Jan-22
77818VMNH,XT84ZF,24-Apr-22,Non Marine,OM,58971.402,27-Jun-22
77831RBXS,TZ85QF,01-Apr-21,Infra,ELT,127324.8536,22-Nov-21
77845VCNS,IR69KP,31-Oct-22,Const,OM,192549.7728,18-Nov-22
77856PRBC,OE87ND,16-Apr-21,Non Marine,OM,172334.8032,21-Aug-21
77862JOTY,RN71TS,08-Oct-21,Property,OM,142371.656,31-Mar-22
77884RHLO,LR65XU,01-Jul-21,Aviation,OM,136847.6018,05-Sep-21
77892VKXE,QH84DG,01-Oct-21,Non Marine,OM,22191.0024,22-Mar-22
77921XFML,NA83ZU,01-Feb-21,Retail,OM,45103.6768,27-Aug-21
77925BQGO,HH67AR,28-Sep-22,Infra,OM,176344.9632,11-Oct-22
77926HBED,KA73TK,25-Jun-22,Non Marine,OM,43794.5928,16-Sep-22
77933RNZZ,LW66LF,30-Apr-22,Aviation,OM,83912.598,19-Jul-22
77951JIOP,IR69KP,05-Mar-21,Const,OM,129497.4548,27-May-21
77969YNVZ,EU78WH,30-Jun-22,Non Marine,OM,65466.1854,31-Aug-22
77971XWHV,LL80KT,03-Sep-21,Aviation,OM,134431.2648,24-Apr-22
77984PKFP,SW66SU,30-Jun-22,Infra,OM,42936.8968,27-Aug-22
78002PSQZ,FV67BK,01-Nov-21,Property,OM,124807.1258,26-Jan-22
78008JSFA,EY79BU,31-Oct-21,Retail,OM,131771.2116,18-Mar-22
78012XIVV,NG73DI,28-Feb-21,Aviation,OM,184792.328,09-Aug-21
78064WSEU,JZ69IL,01-Oct-21,Property,OM,125209.1904,28-Jan-22
78065RGXA,BR81FG,06-Sep-22,Property,OM,77831.845,03-Oct-22
78087IAMO,FR85CG,13-May-21,Casualty,OM,83687.4038,01-Sep-21
78130CQJK,FN90QZ,31-Mar-22,Infra,OM,72218.7774,31-May-22
78143TFHD,NN84BV,01-Aug-22,Retail,OM,172207.4032,02-Oct-22
78154IOSG,HT71RH,01-Mar-22,Non Marine,OM,167898.402,26-May-22
78157RLJW,XT84ZF,15-Aug-22,Non Marine,OM,108501.2488,29-Oct-22
78168TVKF,KU85HE,27-Jan-22,Property,OM,90293.28,19-Apr-22
78181NDTW,VY83RJ,01-Feb-21,Infra,OM,49130.3596,10-Mar-21
78219SDMA,NE81QX,23-May-22,Non Marine,OM,147403.4562,14-Jul-22
78242DVHM,CT89QS,01-Nov-22,Non Marine,OM,84175.5712,06-Nov-22
78252ZAFA,EQ69KF,06-Feb-22,Infra,OM,126803.082,07-Apr-22
78339EHIV,FN90QZ,01-Aug-22,Non Marine,OM,23820.3504,09-Sep-22
78375DUTC,SW66SU,15-Oct-22,Retail,OM,188223.651,25-Oct-22
78404ZYWD,WK76QQ,20-Dec-21,Energy,OM,118165.313,23-Jul-22
78477UYPM,UQ76OB,01-Jan-21,Non Marine,OM,133090.37,13-Jun-21
78488EVLC,XM87JQ,01-Jul-22,Casualty,OM,106269.0048,24-Aug-22
78493MGKG,HV70AI,01-Nov-21,Infra,OM,166388.32,05-Mar-22
78543LLSL,TM67DP,01-Jan-21,Non Marine,OM,47091.7734,19-Feb-21
78562JBWY,CP68RN,01-Feb-22,Property,OM,182273.6202,01-Apr-22
78577ZMJE,XT84ZF,30-Mar-21,Non Marine,OM,187992.5572,01-Jul-21
78616CIAD,JE73SU,01-Mar-21,Casualty,OM,132126.8928,04-Aug-21
78620RBRC,XQ65CT,01-Jun-21,Casualty,ELT,150888.8752,09-Nov-21
78621NHOS,GU69FO,01-Jan-21,Marine,OM,30268.9268,05-Jul-21
78627PPNT,SK79XX,30-Jun-22,Const,OM,98071.197,12-Aug-22
78643XQLH,DB76PZ,01-Aug-21,Retail,OM,92389.6568,19-Jan-22
78648VRLR,NG73DI,31-Mar-21,Aviation,OM,71211.259,28-Nov-21
78702KIUD,VA87IR,01-Jan-22,Infra,CVR,58810.6134,13-Mar-22
78712WIQP,FX87HM,01-Oct-22,Property,OM,105321.3056,03-Nov-22
78720TUYP,OV81VM,29-Sep-21,Infra,OM,70052.5364,20-May-22
78721WTEL,CT87OW,01-May-22,Infra,OM,70885.409,23-Jul-22
78726RVQV,EQ69KF,01-Dec-22,Infra,OM,70256.2392,06-Dec-22
78736GOGZ,QW76IM,31-Mar-21,Casualty,OM,32964.2992,16-May-21
78756ABWP,XY67XZ,04-Sep-22,Non Marine,OM,31407.3144,08-Oct-22
78760VOAF,PV72BE,15-Oct-22,Const,OM,175455.868,23-Oct-22
78775ZRIV,SI70RG,01-Oct-21,Casualty,OM,157298.5456,18-Dec-21
78791VQEV,IB88PA,30-Jul-22,Infra,OM,19302.1192,14-Oct-22
78813IKIK,IU75CF,27-Jul-22,Casualty,OM,66003.0098,23-Oct-22
78818GHDY,TL84WA,12-Sep-21,Non Marine,OM,124418.0952,04-Mar-22
78829KOQI,VA83CJ,01-Nov-22,Non Marine,OM,65312.9624,08-Nov-22
78837BZJJ,NQ69SJ,15-Dec-21,Property,OM,63604.9596,30-May-22
78870QGTZ,HD74RG,01-May-22,Non Marine,OM,146857.5276,20-Jun-22
78883OHUR,TI87NG,01-Mar-22,Infra,OM,105665.0112,11-Apr-22
78887CXBQ,FR85CG,29-Apr-22,Casualty,OM,175250.3718,13-Jun-22
78891PVCH,SA75HH,01-Oct-22,Property,OM,143344.992,13-Oct-22
78908XGRF,CZ67LG,01-Jul-22,Property,BON,69327.6304,24-Sep-22
78913HYFO,SD67VZ,01-Jan-22,Non Marine,ELT,62390.1124,11-Mar-22
78983XRDE,BQ86ZC,01-May-22,Non Marine,OM,144709.985,30-Jun-22
79037PHAW,WV81FF,15-Dec-21,Retail,OM,40246.5126,12-Apr-22
79062FDIF,IN72RS,14-Nov-22,Infra,OM,102153.0048,22-Nov-22
79080XMXB,SK79XX,01-Apr-22,Const,OM,43077.3504,27-Jun-22
79104SIIR,SZ86PZ,01-Nov-21,Casualty,OM,30940.3444,08-Feb-22
79117XOEB,RW79IT,01-Jan-21,Const,OM,57321.67,16-Mar-21
79134FJHR,WO89QX,01-Nov-22,Non Marine,OM,142483.8464,12-Nov-22
79143SFTS,MP73VH,08-Oct-22,Const,OM,42528.8934,02-Nov-22
79144RSJJ,EP67GJ,20-Jul-21,Infra,OM,105225.2656,21-Mar-22
79166CIBB,KY86FY,14-Mar-22,Aviation,OM,156161.7162,27-May-22
79247QUUL,ZX78JI,30-Oct-22,Non Marine,OM,147540.4896,25-Nov-22
79252UZXS,HH67AR,28-Mar-22,Infra,OM,11405.3772,09-Jun-22
79289QNMX,CD87DD,07-May-21,Property,OM,136455.5528,18-Dec-21
79301TLXI,MJ78KO,01-Jul-22,Non Marine,BON,157221.9684,15-Sep-22
79324FNCK,LY90UM,01-Apr-22,Non Marine,OM,42035.2968,22-May-22
79327HTLK,ET71BP,31-Aug-21,Non Marine,OM,170646.0084,17-Feb-22
79362APWO,ME89JS,23-Sep-22,Non Marine,OM,155985.8748,29-Oct-22
79514PWLJ,QJ70VL,01-Jan-21,Non Marine,CVR,74920.2748,16-Mar-21
79523GVIK,BR89CJ,01-Jan-21,Non Marine,ELT,119361.7264,28-Jul-21
79528JCDT,XQ65CT,01-Apr-22,Non Marine,BON,19883.2788,24-May-22
79534UKEZ,TY69DY,01-Jan-21,Aviation,OM,135501.1504,07-Feb-21
79558ALGV,EU72JD,01-Feb-21,Property,OM,69545.2884,13-Apr-21
79590QRZH,EQ69KF,01-May-21,Infra,OM,70371.9674,28-Oct-21
79591UEEX,MQ74QF,01-Jan-22,Infra,OM,25541.838,18-Mar-22
79611OSLC,XT84ZF,22-Jan-21,Non Marine,OM,47219.7908,11-Sep-21
79617GZWI,QG76HF,01-Apr-22,Retail,OM,93403.0062,17-Jun-22
79652PHWE,OG83FK,01-Jul-22,Aviation,OM,155865.1584,18-Sep-22
79653NNVD,SR79LW,01-Apr-21,Non Marine,OM,147312.5808,03-Jul-21
79682TCYL,JN85IS,01-Dec-21,Const,OM,92500.5536,14-Jan-22
79716YGMB,MN69CF,02-Apr-21,Non Marine,OM,81565.4784,19-May-21
79729MYPZ,XC68PQ,01-Jan-21,Accident,BON,100004.296,29-Apr-21
79750TAIF,BI72KY,01-Feb-22,Infra,OM,105657.2888,28-Apr-22
79751FGHU,ED90MU,01-Apr-21,Infra,OM,72073.218,27-Aug-21
79751GPCF,IX80JB,01-Apr-22,Const,OM,78310.2908,29-May-22
79766STXO,JO90SC,01-Jul-22,Non Marine,OM,102947.922,19-Sep-22
79781XNBM,NO66DW,01-Jul-22,Property,OM,48731.5584,09-Aug-22
79806SLYC,QL84CK,01-Apr-21,Non Marine,OM,114293.9798,07-Aug-21
79825FVOG,MH65TN,31-Dec-21,Non Marine,OM,127337.476,30-Mar-22
79837OQKJ,HZ69XY,01-Jul-22,Non Marine,OM,183626.2848,04-Sep-22
79859JICF,XQ84PZ,01-Jan-21,Non Marine,OM,78227.226,02-Jul-21
79877BLUS,AF79XI,30-Jun-21,Property,OM,187546.7258,01-Oct-21
79902LHPV,HR90RW,01-Oct-21,Non Marine,OM,140985.9752,06-Dec-21
79913YSJF,UP78XJ,01-Nov-21,Const,OM,84640.9536,15-Dec-21
79916KIMX,EZ83ET,30-Jun-22,Casualty,OM,51884.1792,09-Aug-22
79940MHWW,QW84MO,01-Apr-22,Non Marine,ELT,64862.6132,22-Jun-22
79954BXZO,RR72UN,01-Jan-21,Non Marine,ELT,134956.9858,04-Mar-21
79986MENY,QY70YG,30-Apr-22,Non Marine,OM,174799.0426,21-Jun-22
79992DZFS,BC74WH,01-Jan-21,Non Marine,PRT,174936.762,02-Apr-21
80032VIMG,HQ66IV,01-Oct-21,Const,OM,149285.2032,18-Mar-22
80059ERFK,LY90UM,01-Oct-22,Non Marine,OM,117080.8254,23-Oct-22
80095VTVC,BR83VF,01-Jun-21,Const,OM,74119.3992,31-Dec-21
80143UQJU,MJ78KO,01-Jan-22,Non Marine,ELT,159612.0512,20-Mar-22
80162AMSB,TZ83BF,29-Jul-21,Non Marine,OM,82175.6656,03-Feb-22
80189AGHT,XR87HN,15-Nov-21,Aviation,OM,56068.2892,22-Mar-22
80197TGPP,BR83VF,01-Dec-21,Const,OM,186923.1322,14-Apr-22
80199EJDP,XU84LI,01-Jun-21,Infra,ELT,62341.2986,13-Aug-21
80212NYSG,SR79LW,01-May-21,Non Marine,OM,152676.7872,20-Oct-21
80254IMXO,KL84PS,01-Jan-21,Non Marine,OM,152470.752,12-Mar-21
80271LQQI,MD80BU,01-Jul-22,Property,OM,146774.943,14-Aug-22
80274IWGH,KI88NZ,01-Apr-22,Property,OM,119112.3752,28-May-22
80294KLTY,BX86JD,01-Jan-21,Non Marine,ELT,181720.4004,07-Feb-21
80376OFQG,WO89QX,08-Oct-22,Non Marine,OM,164353.3892,03-Nov-22
80405SNBK,VI74EK,16-Jan-22,Non Marine,OM,155166.7614,19-Mar-22
80430SSUV,SS66TV,23-Apr-21,Aviation,PRT,177109.912,27-Jun-21
80451LEPU,CD82RJ,09-Jan-22,Property,OM,138576.116,11-Feb-22
80454ZQUX,PE88NZ,02-Jan-22,Non Marine,OM,34580.8386,12-Mar-22
80463EDMQ,XR86BA,01-Jan-22,Energy,OM,163879.275,12-Mar-22
80479RMDM,MK72WN,01-Nov-21,Casualty,OM,173497.5928,16-Dec-21
80481OVTI,TY69DY,08-Nov-22,Aviation,OM,32970.6104,15-Nov-22
80504BWXG,AD82HY,01-Jan-21,Non Marine,BON,189498.3076,20-Aug-21
80531SZOF,IY81NQ,01-Jan-22,Non Marine,ELT,45141.3088,22-Feb-22
80539RQQE,UQ76OB,31-Dec-21,Non Marine,OM,19068.0854,02-May-22
80616WSCP,IF78BA,01-Apr-21,Non Marine,OM,68558.2422,17-Sep-21
80622PVHW,QE81FR,01-Apr-22,Retail,OM,74274.6312,28-May-22
80623QJUU,RW79IT,01-Aug-22,Const,OM,98690.655,06-Oct-22
80647KNJK,HZ69XY,01-Jan-21,Non Marine,OM,65275.84,13-May-21
80664MWIP,RW79IT,01-Oct-21,Const,OM,117523.2366,12-May-22
80701PDIO,RF66OI,01-Jul-22,Retail,OM,184824.0702,13-Aug-22
80711TBOO,SS68JG,01-Jul-21,Non Marine,OM,31071.3116,14-Feb-22
80724NGWV,CO88KO,15-Jul-21,Property,OM,125199.018,15-Aug-21
80725BNVB,HZ69XY,01-May-22,Non Marine,OM,109224.9102,13-Jun-22
80725TFWU,XR87HN,01-Jul-21,Aviation,OM,85821.442,14-Aug-21
80733EDHQ,GT87DW,30-Sep-21,Non Marine,OM,33152.7336,20-Jan-22
80781MXJP,WF90YQ,01-Jan-22,Non Marine,OM,167194.566,12-Feb-22
80789WXIQ,XT89SO,01-Nov-21,Non Marine,OM,189119.9688,12-Apr-22
80799FNLO,ZE69JG,20-Mar-21,Property,OM,51532.32,12-Aug-21
80835JWLG,ZD68JJ,24-Jul-22,Infra,OM,62754.0648,04-Sep-22
80866QRTO,UX75GG,24-Mar-21,Non Marine,OM,170991.3016,13-Sep-21
80874VHTY,PW72IK,01-Jan-22,Retail,OM,105532.5936,28-Mar-22
80876DFQK,FT88QO,27-Mar-21,Property,OM,151489.4976,25-Aug-21
80903UMTM,BK76AB,01-Jan-22,Accident,OM,50538.2864,20-Mar-22
80905SLFR,CD82RJ,13-Jul-22,Property,OM,117860.141,21-Sep-22
81064HAXP,QZ75KD,15-Apr-21,Const,OM,153453.6724,02-Oct-21
81070OTUX,HI81EO,01-Dec-21,Non Marine,BON,182738.1892,06-Jun-22
81077ICMW,HI77AB,29-Jun-21,Retail,OM,69885.2406,08-Nov-21
81084XFUB,ED90MU,01-Aug-21,Infra,OM,104126.764,07-Dec-21
81131FGKR,QG76HF,01-Apr-21,Retail,OM,53556.7256,02-Jul-21
81142SQAH,LW66LF,05-Jul-21,Aviation,OM,79272.9448,16-Sep-21
81177RBLE,RB75CQ,15-Jun-22,Non Marine,OM,23805.8758,28-Jul-22
81182ONMX,EQ69KF,09-Sep-22,Infra,OM,57621.1482,29-Nov-22
81208UAVQ,ZO76WT,01-Jan-21,Casualty,PRT,81636.2736,11-Jul-21
81210BHIF,VG75MU,01-Jan-22,Const,PRT,113274.6524,24-Feb-22
81220DYMD,BQ86ZC,01-Jan-21,Non Marine,OM,105399.6174,07-Mar-21
81234ZITI,VK81IW,30-Sep-22,Non Marine,OM,49692.1152,29-Oct-22
81245GDWY,TK70BZ,25-May-22,Property,OM,138780.7008,08-Aug-22
81246XGNW,QV72FR,18-Sep-22,Non Marine,OM,51352.294,27-Oct-22
81262MKLU,LA67TP,25-Apr-22,Infra,OM,149834.8852,29-May-22
81269IPFX,XY75MA,19-Sep-21,Infra,OM,119193.3232,22-Feb-22
81306LYZT,FN90QZ,01-Jan-21,Non Marine,OM,160906.1608,10-May-21
81349VRPF,RR72UN,01-Jan-21,Non Marine,ELT,27520.948,18-Jul-21
81352UUIP,PX87ZF,01-Jan-22,Retail,OM,41635.888,26-Feb-22
81357CIET,BE89ZV,02-Jan-22,Aviation,OM,169590.1564,18-Mar-22
81370FJNS,QW76IM,01-Jun-21,Non Marine,OM,77382.858,25-Aug-21
81401DWMV,MQ86JI,07-Apr-21,Property,OM,169962.429,06-Jun-21
81411GBID,TX75HL,02-Oct-21,Aviation,CVR,113753.6176,02-Jan-22
81414KFJT,MJ78KO,01-Apr-22,Non Marine,BON,153256.7904,06-Jun-22
81428JZCS,IF78BA,24-Oct-22,Non Marine,OM,74534.88,12-Nov-22
81429KZXX,TT74JE,01-Jul-21,Infra,ELT,129694.1604,27-Feb-22
81434NXDB,ID90ML,30-Apr-22,Non Marine,OM,67899.8684,31-May-22
81439GDQK,YC78SG,01-Mar-21,Casualty,OM,35908.67,02-Jul-21
81482LTOG,SQ80HN,16-Nov-21,Infra,OM,167515.7022,26-Jan-22
81482RHPN,AF79XI,30-Jun-21,Property,OM,160279.6468,01-Oct-21
81581UTQT,TO73NI,01-Nov-22,Casualty,OM,116680.1622,26-Nov-22
81585FGUQ,EY79BU,31-Oct-21,Retail,OM,93627.2106,22-Jun-22
81640HYUP,NW69OD,01-Dec-21,Energy,OM,120064.406,30-Mar-22
81644OZUD,JZ69IL,01-Mar-22,Property,OM,23949.4164,09-May-22
81687UDFG,ZE69JG,12-Apr-22,Property,OM,15649.6494,08-Jun-22
81693NHLA,JJ66PN,01-Jul-21,Retail,OM,17570.3808,02-Dec-21
81704VZYR,EG83EA,30-Mar-22,Property,OM,98851.571,29-May-22
81704YVSP,NS81XN,01-Jan-21,Retail,OM,16699.4352,31-Aug-21
81706HDSJ,TM76XX,30-Mar-22,Infra,OM,96793.8944,08-Jun-22
81717MVUP,IO70GF,01-Feb-22,Non Marine,OM,99214.122,27-Apr-22
81731ETVB,NQ69SJ,15-Dec-21,Property,OM,187080.9318,15-May-22
81761WHIA,TN69KE,01-Jun-21,Property,OM,79862.7578,18-Dec-21
81764QWVT,PN81VF,24-Feb-22,Non Marine,OM,50038.3296,27-Mar-22
81771FNFW,VO81SK,01-Apr-22,Property,OM,117984.2776,14-May-22
81774KOTZ,WF90YQ,01-Jul-21,Non Marine,OM,157525.7684,12-Oct-21
81785NXOV,HI81EO,07-Apr-22,Accident,BON,52980.466,16-May-22
81798BQIG,FS86EM,01-Jan-21,Energy,OM,162711.801,13-Feb-21
81817CUII,VY66FM,01-Mar-21,Property,OM,119082.6126,22-Sep-21
81885ZDDQ,ZJ75TH,01-Jan-21,Casualty,PRT,90301.5512,11-Jul-21
81890BDKI,SF86WB,30-Jun-22,Retail,OM,178905.3504,22-Sep-22
81894XSBG,HV68LY,01-Jul-22,Non Marine,OM,184221.576,03-Sep-22
81906SFZJ,QW76IM,31-Mar-22,Non Marine,OM,110442.668,03-Jun-22
81965DTWE,XV69HB,01-Apr-22,Const,OM,11594.8308,14-May-22
81990UIRH,GD71UD,01-Jul-21,Non Marine,OM,100709.2688,26-Feb-22
81993GJHA,WY77GB,01-Jan-21,Non Marine,ELT,49030.9974,16-Aug-21
82016SYMM,TX75HL,01-Mar-22,Aviation,CVR,40812.8448,27-Apr-22
82113LOOD,AG70MF,01-Jun-22,Non Marine,OM,57285.459,06-Jul-22
82131AVCE,VM73YS,01-Jul-21,Non Marine,OM,47718.4344,31-Jan-22
82194MHXP,EQ69PG,14-Oct-22,Non Marine,OM,71322.3126,24-Oct-22
82199HIIB,PJ77NK,01-Apr-22,Property,OM,136598.8092,02-May-22
82232ZFSP,UB69GF,01-Apr-21,Non Marine,OM,74350.3264,13-May-21
82259WNSA,OD71GG,01-Apr-22,Non Marine,ELT,104247.0198,30-Jun-22
82264PHKG,SX76PO,01-Nov-21,Non Marine,OM,63177.8168,18-Mar-22
82296FINJ,ZD68JJ,10-Apr-22,Infra,OM,180345.627,28-Jun-22
82307NDOY,ZV68EA,01-May-22,Non Marine,ELT,32943.9544,30-Jul-22
82332DBVL,DF89CA,31-Jul-22,Infra,OM,94385.2308,12-Oct-22
82349UKFN,NT84YK,01-Jul-22,Non Marine,OM,169004.92,02-Sep-22
82364HHWZ,MD80BU,01-Jul-21,Property,OM,68448.5802,30-Dec-21
82434LFZU,JO66DM,01-Nov-21,Non Marine,OM,26508.9608,12-Jan-22
82458KSRA,DI70SW,01-Jan-22,Energy,OM,52940.9034,01-Feb-22
82478GCPO,XT89SO,01-Mar-21,Retail,OM,113227.289,05-Apr-21
82497AWRA,HJ71CH,02-Apr-21,Energy,OM,56218.0724,28-Nov-21
82509IOXI,XF90SP,04-Jan-21,Non Marine,OM,63468.132,15-Apr-21
82520GFKF,GD71UD,01-Jul-21,Non Marine,OM,62935.2178,01-Sep-21
82603UFOA,FZ70VM,31-Aug-21,Property,OM,109468.9596,04-Mar-22
